recorrente recurrente
ricardo ricardo
meias medias
então entonces
variável variable
presidido presidido
óculos gafas
índices índices
táticas tácticas
testemunho testimonio
masculina masculina
aponta apunta
brown brown
tornar convertirse
cubo cubo
modelagem modelado
quadrado cuadrado
fígado hígado
completamente completamente
xxx xxx
produzem producen
inteligência inteligencia
irregulares irregulares
cana caña
completou completó
germânico germánico
símbolo símbolo
ficaram quedaron
cheio lleno
costume costumbre
werner werner
lendário legendario
associações asociaciones
essenciais esenciales
rpm rpm
competiram compitieron
zurique zúrich
sue sue
fighting fighting
eleições elecciones
botânico botánico
mineração minería
cristãs cristianas
inclui incluye
substância sustancia
maggie maggie
retomou retomó
estuda estudia
setúbal málaga
aristocracia aristocracia
tabelas tablas
magnitude magnitud
diplomata diplomático
escritórios oficinas
proporções proporciones
s s
operadores operadores
líquidos líquidos
país país
localmente localmente
sciences sciences
round round
reabilitação rehabilitación
exercendo ejerciendo
sá suárez
fraqueza debilidad
acrescentou añadió
legend legend
tratado tratado
galeria galería
longo largo
biodiversidade biodiversidad
otan otan
expulsos expulsados
diamantes diamantes
perdendo perdiendo
tornaram convirtieron
muscular muscular
raven raven
asas alas
power power
especializado especializado
cheia llena
biológicas biológicas
village village
telescópio telescopio
negócio negocio
vencedores ganadores
tornou convirtió
iraque irak
georges georges
ffff ffff
forno horno
z z
escreveram escribieron
diploma diploma
viajantes viajeros
profile profile
russos rusos
inimigo enemigo
segunda segunda
usam usan
droga droga
arquiteto arquitecto
sedes sedes
através través
estrela estrella
dirigido dirigido
suspensão suspensión
coberta cubierta
somália somalia
atena atenea
b b
goiânia medellín
entendo entiendo
lechatjaune drini
experimentar experimentar
e y
reportagem reportaje
timothy timothy
linguagem lenguaje
passam pasan
future future
sensação sensación
antena antena
assassinato asesinato
singapura singapur
encontrava encontraba
portos puertos
airlines airlines
queensland queensland
ocupava ocupaba
aéreo aéreo
mistas mixtas
nacionalidade nacionalidad
carbono carbono
sub sub
florida florida
abertura apertura
regente regente
comumente comúnmente
elas éstas
apogeu apogeo
solos suelos
símbolos símbolos
jogadora jugadora
carroll carroll
ocidentais occidentales
tenho tengo
adn adn
amadeu amadeo
clemente clemente
responde responde
vulcânica volcánica
melhorar mejorar
concluído concluido
toronto toronto
sofre sufre
instalou instaló
philadelphia philadelphia
evangelista evangelista
union union
ofereceu ofreció
fiéis fieles
carvão carbón
califa califa
cardíaco cardíaco
capacidade capacidad
melhorias mejoras
holandeses holandeses
recebem reciben
sobreviventes supervivientes
urbanização urbanización
dicionário diccionario
exército ejército
intervenções intervenciones
salvo salvo
lucrativos lucro
tenha haya
acabando acabando
imóvel inmueble
capitol capitol
ambientes ambientes
airbus airbus
violenta violenta
oficiais oficiales
dante dante
neves duarte
idêntico idéntico
fr fr
olímpico olímpico
fiat fiat
mon mon
transformado transformado
quilômetros kilómetros
lucas lucas
malásia malasia
atenção atención
imagens imágenes
frances frances
partícula partícula
iniciativas iniciativas
wrestling wrestling
arca arca
dedica dedica
kiev kiev
aeronáutica aeronáutica
murder murder
falecimento fallecimiento
servido servido
dubai dubái
style style
dão dan
remo remo
algodão algodón
definições definiciones
chegado llegado
residentes residentes
parece parece
bond bond
frequência frecuencia
marechal mariscal
idol idol
microsoft microsoft
violino violín
clássica clásica
milho maíz
armamento armamento
zona zona
nfl nfl
mecanismo mecanismo
spider spider
destinos destinos
quebrando rompiendo
conduta conducta
cartas cartas
longa larga
colocar colocar
porém embargo
viajou viajó
mix mix
colaboração colaboración
morena morena
armas armas
reuniões reuniones
começaram empezaron
pássaros pájaros
interiores interiores
open open
predominantemente predominantemente
menor menor
diálogo diálogo
exclusiva exclusiva
laos laos
name name
escrevia escribía
armadilha trampa
gallery gallery
beja badajoz
implementação implementación
consistem consisten
heat heat
estudantes estudiantes
portão puerta
armênia armenia
zâmbia zambia
básicas básicas
fort fort
abrem abren
difícil difícil
holandesa holandesa
catherine catherine
sudeste sudeste
momentos momentos
ritmos ritmos
jet jet
clínico clínico
toni toni
consulado consulado
morfologia morfología
marcando marcando
adventures adventures
berna berna
consolidação consolidación
recebeu recibió
espécimes especímenes
demonstra demuestra
rejeição rechazo
mail mail
glenn glenn
incomum inusual
fiz hice
trata trata
presidência presidencia
azerbaijão azerbaiyán
paciência paciencia
ferroviária ferroviaria
inscritos inscritos
versões versiones
elementos elementos
tour tour
anda anda
minor minor
chester chester
assinar firmar
verdadeiras verdaderas
genético genético
marilyn marilyn
negociações negociaciones
buscou buscó
qualquer cualquier
double double
basílio basilio
ny ny
havaí hawái
goleiro portero
falls falls
contava contaba
am am
estejam estén
representa representa
classificar clasificar
eleito elegido
abraham abraham
england england
adventure adventure
netos nietos
trade trade
conclui concluye
procurando buscando
nickelodeon nickelodeon
registrou registró
estátuas estatuas
município municipio
exigir exigir
sombra sombra
tradução traducción
tratar tratar
alimentam alimentan
soldado soldado
mali malí
who who
lee lee
pasta cartera
broadway broadway
acusação acusación
ciclismo ciclismo
breve breve
antenas antenas
tara tara
bonifácio bonifacio
cordas cuerdas
confusão confusión
coleta recolección
estratégia estrategia
hill hill
mundial mundial
gun gun
renault renault
dra dra
continuando continuando
surgiu surgió
lyon lyon
exercer ejercer
cc cc
muda cambia
franco franco
reis reyes
dirigir dirigir
common common
espelho espejo
perpétua perpetua
tentativas intentos
auxiliar auxiliar
ottawa ottawa
assistência asistencia
upon upon
angola angola
direitos derechos
confirmada confirmada
saga saga
milímetros milímetros
combina combina
playstation playstation
national national
responsabilidades responsabilidades
ruído ruido
explorer explorer
lembrado recordado
auguste auguste
queda caída
andré andres
non non
mostrar mostrar
sunday sunday
jaime jaime
friedrich friedrich
administrativas administrativas
empates empates
recebidos recibidos
nascimento nacimiento
fiel fiel
vigiar vigilar
wind wind
your your
roland roland
congo congo
quer quiere
profissionalmente profesionalmente
retábulo retablo
familiares familiares
economicamente económicamente
aparelhos aparatos
documentários documentales
ff ff
vazia vacía
polêmica polémica
logotipo logotipo
concebido concebido
divisões divisiones
robôs robots
minissérie miniserie
muros muros
danúbio danubio
fundir fusionar
perímetro perímetro
eliminar eliminar
serpente serpiente
republic republic
distâncias distancias
pagar pagar
atraso retraso
